"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"26","R-MMU-75815","Ubiquitin-dependent degradation of Cyclin D","2/30","51/8582",0.0135445590784161,0.0721435797087049,0.0341531844903365,"16912/16913",2
"27","R-MMU-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","2/30","51/8582",0.0135445590784161,0.0721435797087049,0.0341531844903365,"16912/16913",2
"28","R-MMU-349425","Autodegradation of the E3 ubiquitin ligase COP1","2/30","52/8582",0.0140559811132252,0.0721435797087049,0.0341531844903365,"16912/16913",2
"29","R-MMU-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","2/30","52/8582",0.0140559811132252,0.0721435797087049,0.0341531844903365,"16912/16913",2
"30","R-MMU-69610","p53-Independent DNA Damage Response","2/30","52/8582",0.0140559811132252,0.0721435797087049,0.0341531844903365,"16912/16913",2
"31","R-MMU-69613","p53-Independent G1/S DNA damage checkpoint","2/30","52/8582",0.0140559811132252,0.0721435797087049,0.0341531844903365,"16912/16913",2
"32","R-MMU-8939902","Regulation of RUNX2 expression and activity","2/30","52/8582",0.0140559811132252,0.0721435797087049,0.0341531844903365,"16912/16913",2
"33","R-MMU-8941858","Regulation of RUNX3 expression and activity","2/30","53/8582",0.0145757193549034,0.0721435797087049,0.0341531844903365,"16912/16913",2
"34","R-MMU-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","2/30","54/8582",0.0151037134925578,0.0721435797087049,0.0341531844903365,"16912/16913",2
"35","R-MMU-4641257","Degradation of AXIN","2/30","55/8582",0.0156399035107516,0.0721435797087049,0.0341531844903365,"16912/16913",2
"36","R-MMU-9759194","Nuclear events mediated by NFE2L2","2/30","55/8582",0.0156399035107516,0.0721435797087049,0.0341531844903365,"16912/16913",2
"37","R-MMU-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","2/30","56/8582",0.016184229688285,0.0721435797087049,0.0341531844903365,"16912/16913",2
"38","R-MMU-5610780","Degradation of GLI1 by the proteasome","2/30","56/8582",0.016184229688285,0.0721435797087049,0.0341531844903365,"16912/16913",2
"39","R-MMU-69541","Stabilization of p53","2/30","56/8582",0.016184229688285,0.0721435797087049,0.0341531844903365,"16912/16913",2
"40","R-MMU-4641258","Degradation of DVL","2/30","57/8582",0.0167366325969792,0.0721435797087049,0.0341531844903365,"16912/16913",2
"41","R-MMU-5607761","Dectin-1 mediated noncanonical NF-kB signaling","2/30","57/8582",0.0167366325969792,0.0721435797087049,0.0341531844903365,"16912/16913",2
"42","R-MMU-5610785","GLI3 is processed to GLI3R by the proteasome","2/30","57/8582",0.0167366325969792,0.0721435797087049,0.0341531844903365,"16912/16913",2
"43","R-MMU-5676590","NIK-->noncanonical NF-kB signaling","2/30","57/8582",0.0167366325969792,0.0721435797087049,0.0341531844903365,"16912/16913",2
"44","R-MMU-351202","Metabolism of polyamines","2/30","59/8582",0.0178654323529851,0.0721435797087049,0.0341531844903365,"16912/16913",2
"45","R-MMU-187577","SCF(Skp2)-mediated degradation of p27/p21","2/30","60/8582",0.0184417117981749,0.0721435797087049,0.0341531844903365,"16912/16913",2
"46","R-MMU-2172127","DAP12 interactions","2/30","61/8582",0.019025833167883,0.0721435797087049,0.0341531844903365,"12010/14972",2
"47","R-MMU-4608870","Asymmetric localization of PCP proteins","2/30","62/8582",0.0196177384809699,0.0721435797087049,0.0341531844903365,"16912/16913",2
"48","R-MMU-1169091","Activation of NF-kappaB in B cells","2/30","63/8582",0.0202173700421211,0.0721435797087049,0.0341531844903365,"16912/16913",2
"49","R-MMU-5358346","Hedgehog ligand biogenesis","2/30","63/8582",0.0202173700421211,0.0721435797087049,0.0341531844903365,"16912/16913",2
"50","R-MMU-8878166","Transcriptional regulation by RUNX2","2/30","63/8582",0.0202173700421211,0.0721435797087049,0.0341531844903365,"16912/16913",2
"51","R-MMU-174084","Autodegradation of Cdh1 by Cdh1:APC/C","2/30","64/8582",0.0208246704406635,0.0721435797087049,0.0341531844903365,"16912/16913",2
"52","R-MMU-69563","p53-Dependent G1 DNA Damage Response","2/30","64/8582",0.0208246704406635,0.0721435797087049,0.0341531844903365,"16912/16913",2
"53","R-MMU-69580","p53-Dependent G1/S DNA damage checkpoint","2/30","64/8582",0.0208246704406635,0.0721435797087049,0.0341531844903365,"16912/16913",2
"54","R-MMU-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","2/30","66/8582",0.0220620495233626,0.0721435797087049,0.0341531844903365,"16912/16913",2
"55","R-MMU-69615","G1/S DNA Damage Checkpoints","2/30","66/8582",0.0220620495233626,0.0721435797087049,0.0341531844903365,"16912/16913",2
"56","R-MMU-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","2/30","66/8582",0.0220620495233626,0.0721435797087049,0.0341531844903365,"16912/16913",2
"57","R-MMU-5658442","Regulation of RAS by GAPs","2/30","67/8582",0.0226920147987858,0.0721435797087049,0.0341531844903365,"16912/16913",2
"58","R-MMU-174154","APC/C:Cdc20 mediated degradation of Securin","2/30","68/8582",0.0233294220917957,0.0721435797087049,0.0341531844903365,"16912/16913",2
"59","R-MMU-8948751","Regulation of PTEN stability and activity","2/30","68/8582",0.0233294220917957,0.0721435797087049,0.0341531844903365,"16912/16913",2
"60","R-MMU-1234174","Cellular response to hypoxia","2/30","70/8582",0.0246263389879166,0.0721435797087049,0.0341531844903365,"16912/16913",2
"61","R-MMU-68949","Orc1 removal from chromatin","2/30","70/8582",0.0246263389879166,0.0721435797087049,0.0341531844903365,"16912/16913",2
"62","R-MMU-69202","Cyclin E associated events during G1/S transition","2/30","70/8582",0.0246263389879166,0.0721435797087049,0.0341531844903365,"16912/16913",2
"63","R-MMU-69656","Cyclin A:Cdk2-associated events at S phase entry","2/30","72/8582",0.0259523554957869,0.0721435797087049,0.0341531844903365,"16912/16913",2
"64","R-MMU-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","2/30","73/8582",0.0266261383359636,0.0721435797087049,0.0341531844903365,"16912/16913",2
"65","R-MMU-5687128","MAPK6/MAPK4 signaling","2/30","73/8582",0.0266261383359636,0.0721435797087049,0.0341531844903365,"16912/16913",2
"66","R-MMU-69017","CDK-mediated phosphorylation and removal of Cdc6","2/30","73/8582",0.0266261383359636,0.0721435797087049,0.0341531844903365,"16912/16913",2
"67","R-MMU-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","2/30","74/8582",0.0273070313047325,0.0721435797087049,0.0341531844903365,"16912/16913",2
"68","R-MMU-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","2/30","74/8582",0.0273070313047325,0.0721435797087049,0.0341531844903365,"16912/16913",2
"69","R-MMU-1168372","Downstream signaling events of B Cell Receptor (BCR)","2/30","75/8582",0.0279949800455821,0.0721435797087049,0.0341531844903365,"16912/16913",2
"70","R-MMU-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","2/30","75/8582",0.0279949800455821,0.0721435797087049,0.0341531844903365,"16912/16913",2
"71","R-MMU-168164","Toll Like Receptor 3 (TLR3) Cascade","2/30","76/8582",0.0286899304727737,0.0721435797087049,0.0341531844903365,"24110/54123",2
"72","R-MMU-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","2/30","76/8582",0.0286899304727737,0.0721435797087049,0.0341531844903365,"16912/16913",2
"73","R-MMU-8878159","Transcriptional regulation by RUNX3","2/30","76/8582",0.0286899304727737,0.0721435797087049,0.0341531844903365,"16912/16913",2
"74","R-MMU-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","2/30","77/8582",0.0293918287702131,0.0721435797087049,0.0341531844903365,"16912/16913",2
"75","R-MMU-195253","Degradation of beta-catenin by the destruction complex","2/30","77/8582",0.0293918287702131,0.0721435797087049,0.0341531844903365,"16912/16913",2
"76","R-MMU-2871837","FCERI mediated NF-kB activation","2/30","77/8582",0.0293918287702131,0.0721435797087049,0.0341531844903365,"16912/16913",2
"77","R-MMU-9755511","KEAP1-NFE2L2 pathway","2/30","77/8582",0.0293918287702131,0.0721435797087049,0.0341531844903365,"16912/16913",2
"78","R-MMU-163125","Post-translational modification: synthesis of GPI-anchored proteins","2/30","81/8582",0.032267833715316,0.0771977287619586,0.0365458476455944,"23833/246256",2
"79","R-MMU-5632684","Hedgehog 'on' state","2/30","81/8582",0.032267833715316,0.0771977287619586,0.0365458476455944,"16912/16913",2
"80","R-MMU-68867","Assembly of the pre-replicative complex","2/30","82/8582",0.0330036734817156,0.0779711786005532,0.0369120032361293,"16912/16913",2
"81","R-MMU-9020558","Interleukin-2 signaling","1/30","10/8582",0.0344298625868577,0.078381120867061,0.037106072256754,"16186",1
"82","R-MMU-975155","MyD88 dependent cascade initiated on endosome","2/30","84/8582",0.0344951927754445,0.078381120867061,0.037106072256754,"24110/54123",2
"83","R-MMU-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","2/30","85/8582",0.0352507686439163,0.078381120867061,0.037106072256754,"24110/54123",2
"84","R-MMU-202424","Downstream TCR signaling","2/30","85/8582",0.0352507686439163,0.078381120867061,0.037106072256754,"16912/16913",2
"85","R-MMU-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","2/30","85/8582",0.0352507686439163,0.078381120867061,0.037106072256754,"16912/16913",2
"86","R-MMU-174143","APC/C-mediated degradation of cell cycle proteins","2/30","87/8582",0.0367812956261706,0.0789961917425709,0.0373972503376136,"16912/16913",2
"87","R-MMU-4086400","PCP/CE pathway","2/30","87/8582",0.0367812956261706,0.0789961917425709,0.0373972503376136,"16912/16913",2
"88","R-MMU-453276","Regulation of mitotic cell cycle","2/30","87/8582",0.0367812956261706,0.0789961917425709,0.0373972503376136,"16912/16913",2
"89","R-MMU-168138","Toll Like Receptor 9 (TLR9) Cascade","2/30","89/8582",0.0383373163501805,0.081412952698698,0.0385413588381472,"24110/54123",2
"90","R-MMU-5607764","CLEC7A (Dectin-1) signaling","2/30","90/8582",0.0391247603574719,0.0821619967506911,0.0388959605892996,"16912/16913",2
"91","R-MMU-69052","Switching of origins to a post-replicative state","2/30","91/8582",0.0399184265006155,0.0829075011935861,0.0392488866691998,"16912/16913",2
"92","R-MMU-6785807","Interleukin-4 and Interleukin-13 signaling","1/30","12/8582",0.0411769692102041,0.0836822277497696,0.0396156466651652,"16186",1
"93","R-MMU-8983432","Interleukin-15 signaling","1/30","12/8582",0.0411769692102041,0.0836822277497696,0.0396156466651652,"16186",1
"94","R-MMU-166166","MyD88-independent TLR4 cascade","2/30","95/8582",0.043154318128511,0.0846877081348208,0.0400916468474507,"24110/54123",2
"95","R-MMU-937061","TRIF(TICAM1)-mediated TLR4 signaling","2/30","95/8582",0.043154318128511,0.0846877081348208,0.0400916468474507,"24110/54123",2
"96","R-MMU-5668541","TNFR2 non-canonical NF-kB pathway","2/30","96/8582",0.043978351418805,0.0846877081348208,0.0400916468474507,"16912/16913",2
"97","R-MMU-5689603","UCH proteinases","2/30","96/8582",0.043978351418805,0.0846877081348208,0.0400916468474507,"16912/16913",2
"98","R-MMU-2029481","FCGR activation","1/30","13/8582",0.0445334092246373,0.0846877081348208,0.0400916468474507,"246256",1
"99","R-MMU-389948","PD-1 signaling","1/30","13/8582",0.0445334092246373,0.0846877081348208,0.0400916468474507,"60533",1
"100","R-MMU-69002","DNA Replication Pre-Initiation","2/30","97/8582",0.0448083111824449,0.0846877081348208,0.0400916468474507,"16912/16913",2
"101","R-MMU-382556","ABC-family proteins mediated transport","2/30","99/8582",0.0464858167483833,0.0869883105489549,0.0411807652278539,"16912/16913",2
"102","R-MMU-983705","Signaling by the B Cell Receptor (BCR)","2/30","100/8582",0.0473332664736233,0.0877057584658314,0.0415204091873888,"16912/16913",2
"103","R-MMU-202403","TCR signaling","2/30","102/8582",0.049045321446049,0.089995784012653,0.0426045204181315,"16912/16913",2
"104","R-MMU-69206","G1/S Transition","2/30","103/8582",0.0499098320759026,0.090701521753323,0.0429386207130741,"16912/16913",2
"105","R-MMU-9758274","Regulation of NF-kappa B signaling","1/30","15/8582",0.0512122488535431,0.0921820479363777,0.0436395103012648,"24110",1
"106","R-MMU-5610787","Hedgehog 'off' state","2/30","106/8582",0.0525367338913896,0.0936739877874777,0.0443458031853835,"16912/16913",2
"107","R-MMU-5621481","C-type lectin receptors (CLRs)","2/30","108/8582",0.0543153459442497,0.095940190499656,0.0454186365495447,"16912/16913",2
"108","R-MMU-196849","Metabolism of water-soluble vitamins and cofactors","2/30","110/8582",0.0561154046037817,0.0979765050835567,0.0463826395550115,"80285/547253",2
"109","R-MMU-166016","Toll Like Receptor 4 (TLR4) Cascade","2/30","111/8582",0.0570233627470436,0.0979765050835567,0.0463826395550115,"24110/54123",2
"110","R-MMU-6807070","PTEN Regulation","2/30","111/8582",0.0570233627470436,0.0979765050835567,0.0463826395550115,"16912/16913",2
"111","R-MMU-936964","Activation of IRF3, IRF7 mediated by TBK1, IKBKE","1/30","17/8582",0.0578459481744432,0.0984944522970249,0.0466278387371045,"54123",1
"112","R-MMU-912694","Regulation of IFNA/IFNB signaling","1/30","18/8582",0.061145962366477,0.102847704194396,0.0486886931580263,"24110",1
"113","R-MMU-69239","Synthesis of DNA","2/30","116/8582",0.0616406462258005,0.102847704194396,0.0486886931580263,"16912/16913",2
"114","R-MMU-5673001","RAF/MAP kinase cascade","3/30","262/8582",0.0623230788632686,0.102847704194396,0.0486886931580263,"16912/16913/16186",3
"115","R-MMU-114608","Platelet degranulation","2/30","117/8582",0.0625792909119338,0.102847704194396,0.0486886931580263,"19039/12258",2
"116","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling","2/30","118/8582",0.0635228958067116,0.10349851127128,0.0489967889616196,"16912/16913",2
"117","R-MMU-5684996","MAPK1/MAPK3 signaling","3/30","268/8582",0.0658018710142353,0.106295330099919,0.0503208190392263,"16912/16913/16186",3
"118","R-MMU-76005","Response to elevated platelet cytosolic Ca2+","2/30","122/8582",0.0673460517227771,0.107467039940884,0.0508755131995272,"19039/12258",2
"119","R-MMU-912526","Interleukin receptor SHC signaling","1/30","20/8582",0.0677125030922473,0.107467039940884,0.0508755131995272,"16186",1
"120","R-MMU-69306","DNA Replication","2/30","123/8582",0.0683138103067672,0.107467039940884,0.0508755131995272,"16912/16913",2
"121","R-MMU-3858494","Beta-catenin independent WNT signaling","2/30","124/8582",0.0692862717189592,0.107467039940884,0.0508755131995272,"16912/16913",2
"122","R-MMU-418594","G alpha (i) signalling events","3/30","274/8582",0.0693702585861788,0.107467039940884,0.0508755131995272,"15945/20304/17329",3
"123","R-MMU-140837","Intrinsic Pathway of Fibrin Clot Formation","1/30","21/8582",0.0709791025908731,0.108185890239315,0.051215821054535,"12258",1
"124","R-MMU-2029485","Role of phospholipids in phagocytosis","1/30","21/8582",0.0709791025908731,0.108185890239315,0.051215821054535,"246256",1
"125","R-MMU-453279","Mitotic G1 phase and G1/S transition","2/30","127/8582",0.0722314528142208,0.109213956655102,0.051702513593337,"16912/16913",2
"126","R-MMU-5357801","Programmed Cell Death","2/30","132/8582",0.0772302561686769,0.115845384253015,0.0548418694597956,"14939/12363",2
"127","R-MMU-5683057","MAPK family signaling cascades","3/30","291/8582",0.0799551478894035,0.118988369693679,0.0563297767973419,"16912/16913/16186",3
"128","R-MMU-5358351","Signaling by Hedgehog","2/30","138/8582",0.0833713358969305,0.123102988160312,0.0582776607832163,"16912/16913",2
"129","R-MMU-168898","Toll-like Receptor Cascades","2/30","139/8582",0.0844094063538761,0.123669595355679,0.0585458958798814,"24110/54123",2
"130","R-MMU-1266695","Interleukin-7 signaling","1/30","26/8582",0.0871468404126654,0.126698098753798,0.0599796067617535,"16186",1
"131","R-MMU-69242","S Phase","2/30","143/8582",0.0886018488882505,0.127830148396025,0.0605155255564587,"16912/16913",2
"132","R-MMU-201681","TCF dependent signaling in response to WNT","2/30","150/8582",0.0960873726086392,0.136413667040435,0.064579012522623,"16912/16913",2
"133","R-MMU-2424491","DAP12 signaling","1/30","29/8582",0.0967165681662342,0.136413667040435,0.064579012522623,"12010",1
"134","R-MMU-909733","Interferon alpha/beta signaling","1/30","29/8582",0.0967165681662342,0.136413667040435,0.064579012522623,"24110",1
"135","R-MMU-168638","NOD1/2 Signaling Pathway","1/30","30/8582",0.0998848720309617,0.137797378203298,0.0652340693248694,"12363",1
"136","R-MMU-1834949","Cytosolic sensors of pathogen-associated DNA","1/30","30/8582",0.0998848720309617,0.137797378203298,0.0652340693248694,"54123",1
"137","R-MMU-5656169","Termination of translesion DNA synthesis","1/30","30/8582",0.0998848720309617,0.137797378203298,0.0652340693248694,"100038882",1
"138","R-MMU-9711123","Cellular response to chemical stress","2/30","158/8582",0.104859970599236,0.143355532858214,0.0678653316232145,"16912/16913",2
"139","R-MMU-69481","G2/M Checkpoints","2/30","159/8582",0.105972006691317,0.143355532858214,0.0678653316232145,"16912/16913",2
"140","R-MMU-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta","1/30","32/8582",0.106189283598677,0.143355532858214,0.0678653316232145,"54123",1
"141","R-MMU-192105","Synthesis of bile acids and bile salts","1/30","34/8582",0.112451000930243,0.149670698421239,0.0708549672280998,"12642",1
"142","R-MMU-451927","Interleukin-2 family signaling","1/30","34/8582",0.112451000930243,0.149670698421239,0.0708549672280998,"16186",1
"143","R-MMU-445989","TAK1-dependent IKK and NF-kappa-B activation","1/30","35/8582",0.115565936584442,0.152740993108109,0.0723084623458047,"24110",1
"144","R-MMU-196854","Metabolism of vitamins and cofactors","2/30","169/8582",0.117269186264701,0.153621145989823,0.0727251317690612,"80285/547253",2
"145","R-MMU-140877","Formation of Fibrin Clot (Clotting Cascade)","1/30","36/8582",0.118670303251397,0.153621145989823,0.0727251317690612,"12258",1
"146","R-MMU-977606","Regulation of Complement cascade","1/30","36/8582",0.118670303251397,0.153621145989823,0.0727251317690612,"12258",1
"147","R-MMU-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","1/30","37/8582",0.121764135559198,0.156553888576111,0.0741135089332746,"100038882",1
"148","R-MMU-69275","G2/M Transition","2/30","175/8582",0.124192634554902,0.158363566825578,0.0749702209979068,"16912/16913",2
"149","R-MMU-109606","Intrinsic Pathway for Apoptosis","1/30","38/8582",0.124847468026514,0.158363566825578,0.0749702209979068,"14939",1
"150","R-MMU-453274","Mitotic G2-G2/M phases","2/30","177/8582",0.126523063229403,0.159419059669048,0.0754698973649073,"16912/16913",2
"151","R-MMU-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling","1/30","40/8582",0.130982770969308,0.163945322603968,0.0776126562034935,"16186",1
"152","R-MMU-2467813","Separation of Sister Chromatids","2/30","182/8582",0.132396185233383,0.164624204007298,0.0779340425542766,"16912/16913",2
"153","R-MMU-8878171","Transcriptional regulation by RUNX1","2/30","190/8582",0.141924944407717,0.174524899121887,0.0826210884174901,"16912/16913",2
"154","R-MMU-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","1/30","44/8582",0.14312888552324,0.174524899121887,0.0826210884174901,"12363",1
"155","R-MMU-194068","Bile acid and bile salt metabolism","1/30","44/8582",0.14312888552324,0.174524899121887,0.0826210884174901,"12642",1
"156","R-MMU-166658","Complement cascade","1/30","46/8582",0.149140239903943,0.179538250585001,0.0849944377595383,"12258",1
"157","R-MMU-73893","DNA Damage Bypass","1/30","46/8582",0.149140239903943,0.179538250585001,0.0849944377595383,"100038882",1
"158","R-MMU-2029482","Regulation of actin dynamics for phagocytic cup formation","1/30","55/8582",0.175690569573746,0.208675385405239,0.0987881245304667,"246256",1
"159","R-MMU-68882","Mitotic Anaphase","2/30","218/8582",0.176351907695731,0.208675385405239,0.0987881245304667,"16912/16913",2
"160","R-MMU-2555396","Mitotic Metaphase and Anaphase","2/30","219/8582",0.177607493637775,0.208675385405239,0.0987881245304667,"16912/16913",2
"161","R-MMU-917937","Iron uptake and transport","1/30","56/8582",0.17859068484439,0.208675385405239,0.0987881245304667,"16819",1
"162","R-MMU-8951664","Neddylation","2/30","220/8582",0.178864616061633,0.208675385405239,0.0987881245304667,"16912/16913",2
"163","R-MMU-388841","Costimulation by the CD28 family","1/30","57/8582",0.18148093577738,0.210428815103833,0.0996182082084424,"60533",1
"164","R-MMU-195721","Signaling by WNT","2/30","229/8582",0.190243803422325,0.219244383212314,0.103791548722064,"16912/16913",2
"165","R-MMU-1257604","PIP3 activates AKT signaling","2/30","230/8582",0.19151494642633,0.219371665906523,0.103851805079668,"16912/16913",2
"166","R-MMU-9833482","PKR-mediated signaling","1/30","64/8582",0.201439199478412,0.229349450008554,0.108575345311763,"100038882",1
"167","R-MMU-76002","Platelet activation, signaling and aggregation","2/30","246/8582",0.212010519775583,0.239940049326858,0.113588995782695,"19039/12258",2
"168","R-MMU-71291","Metabolism of amino acids and derivatives","2/30","249/8582",0.215882173612168,0.242867445313689,0.114974841836055,"16912/16913",2
"169","R-MMU-9006925","Intracellular signaling by second messengers","2/30","256/8582",0.224944838821517,0.251565529806312,0.119092564931977,"16912/16913",2
"170","R-MMU-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","1/30","75/8582",0.231855093291055,0.257768309600056,0.122028996468977,"246256",1
"171","R-MMU-168142","Toll Like Receptor 10 (TLR10) Cascade","1/30","78/8582",0.239954023696997,0.259085126438857,0.122652385114469,"24110",1
"172","R-MMU-168176","Toll Like Receptor 5 (TLR5) Cascade","1/30","78/8582",0.239954023696997,0.259085126438857,0.122652385114469,"24110",1
"173","R-MMU-975871","MyD88 cascade initiated on plasma membrane","1/30","78/8582",0.239954023696997,0.259085126438857,0.122652385114469,"24110",1
"174","R-MMU-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","1/30","79/8582",0.242635277141152,0.259085126438857,0.122652385114469,"24110",1
"175","R-MMU-168179","Toll Like Receptor TLR1:TLR2 Cascade","1/30","79/8582",0.242635277141152,0.259085126438857,0.122652385114469,"24110",1
"176","R-MMU-168188","Toll Like Receptor TLR6:TLR2 Cascade","1/30","79/8582",0.242635277141152,0.259085126438857,0.122652385114469,"24110",1
"177","R-MMU-181438","Toll Like Receptor 2 (TLR2) Cascade","1/30","79/8582",0.242635277141152,0.259085126438857,0.122652385114469,"24110",1
"178","R-MMU-69620","Cell Cycle Checkpoints","2/30","277/8582",0.252314353627986,0.267418260109941,0.126597338397911,"16912/16913",2
"179","R-MMU-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","1/30","83/8582",0.25326914581841,0.267418260109941,0.126597338397911,"24110",1
"180","R-MMU-983168","Antigen processing: Ubiquitination & Proteasome degradation","2/30","285/8582",0.262786366237754,0.275925684549642,0.130624801931047,"16912/16913",2
"181","R-MMU-6803157","Antimicrobial peptides","1/30","90/8582",0.271532101308366,0.283533520150725,0.134226394947433,"16819",1
"182","R-MMU-109581","Apoptosis","1/30","101/8582",0.299361773189466,0.310875687542907,0.147170333840975,"14939",1
"183","R-MMU-8957322","Metabolism of steroids","1/30","126/8582",0.358841873569553,0.370607180899703,0.175447565449595,"12642",1
"184","R-MMU-68886","M Phase","2/30","382/8582",0.388495623493329,0.399052569783909,0.188913775726161,"16912/16913",2
"185","R-MMU-2262752","Cellular responses to stress","2/30","440/8582",0.459807784351592,0.469749574283518,0.222382143214141,"16912/16913",2
"186","R-MMU-8953897","Cellular responses to stimuli","2/30","443/8582",0.463378496587347,0.470852343306498,0.222904200395725,"16912/16913",2
