"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","Num_leadingEdge"
"11","GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY",0.000101337657073368,0.00212465390351587,0.774513958999132,1.71949384608865,0,76,"H2-K1,B2m,Icam1,Ptprc,Ctsc,Il12b,H2-M3,Ctsh,Slamf7,Vav1,Fcgr2b,Il12rb1,Serpinb9,Il7r,Itgam,Tyrobp,Klrc1,Klrd1,Havcr2,Ptpn6,Prf1,Nos2,Rnf19b,Arg1,Lag3,Il18rap,Slamf6,Cebpg,Ncr1,Ripk3,Il18,Cd1d1,Cxcl5,Dnase1l3,Stxbp2",35
"12","GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY",0.000102774922918808,0.00212465390351587,0.783490247768021,1.71752206102065,0,57,"H2-K1,B2m,Icam1,Ptprc,Il12b,H2-M3,Vav1,Fcgr2b,Il12rb1,Serpinb9,Il7r,Itgam,Tyrobp,Klrc1,Klrd1,Havcr2,Nos2,Arg1,Lag3,Il18rap,Slamf6,Ncr1,Ripk3,Cd1d1,Cxcl5,Dnase1l3",26
"13","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY",0.000245609726145155,0.0041719481656691,0.89853044058413,1.72975893631438,1,15,"H2-K1,Ptprc,H2-M3,Fcgr2b,Serpinb9,Il7r,Klrc1,Klrd1,Havcr2",9
"14","GOBP_T_CELL_MEDIATED_CYTOTOXICITY",0.000107457554266065,0.00212465390351587,0.842725684549748,1.78186138532435,0,34,"H2-K1,B2m,Ptprc,Ctsc,Il12b,H2-M3,Ctsh,Fcgr2b,Il12rb1,Il7r,Klrc1,Klrd1,Prf1",13
"15","GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",0.000109637101195044,0.00212465390351587,0.845187692721955,1.75702993914837,0,28,"H2-K1,B2m,Ptprc,Il12b,H2-M3,Fcgr2b,Il12rb1,Il7r,Klrc1,Klrd1,Ripk3,Cd1d1",12
"16","GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",0.000347141865308956,0.00557653716854042,0.860423766172176,1.72130775756102,2,20,"H2-K1,B2m,Ptprc,Il12b,H2-M3,Il12rb1,Cd1d1,H2-Ea",8
"17","GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION",0.0003999600039996,0.00620561377090948,0.54134416081974,1.23277400052934,3,802,"Cxcl10,Ccl5,Parp9,Parp14,C3,Icam1,Ptprc,Eif2ak2,Fcgr1,Il6,Xdh,Stat2,Socs3,Itgb2,Gadd45g,Cdkn1a,Il12b,Cd74,Stat3,Gadd45b,Cd44,Thbs1,Tlr3,Ccn1,Tlr7,Tnfaip3,Tnf,Slc11a1,Cd86,Ifnb1,Hspb1,Rac2,Hcls1,Il15,Csf1,Ifng,Clec7a,Ehd4,Socs1,Mvp,Samsn1,Lcp2,Cd40,Pml,Nckap1l,Adam8,Itga5,Daxx,Fas,Tnfrsf1a,Gpnmb,Sdc4,Mdfic,Cxcr4,Plaur,Mad2l2,Ptpn6,Trib3,Rarres2,Tpx2,Lyn,Hpx,Gadd45a,Tlr4,Ripk1,Pycard,Trib1,Igfbp3,Ifna6,Tgfb1,Rasip1,Ptpn1,Ncf1,Edn1,Gmfg,Bst1,Adar,Gdf15,Fgr,Iqgap1,Eng,Errfi1,Il6ra,Jak2,Map3k8,Pecam1,Dusp2,Dab2,Ccr7,Bak1,Map3k6,Il1b,Prkd2,Ripk2,Ccnl1,Sphk1,Tirap,Sertad1,Pik3cg,Hbegf,Ccnd3,Trf,C5ar1,Fpr1,Sfrp1,Ptpn22,Smad6,Ccna2,Cenpe,Cdh5,Ccn2,Hgf,Dbnl,Tlr6,Map2k3,Tnfrsf18,Ddit4,Egr1,Dbf4,Ccnb1,Mapkapk2,Sesn2,Plce1,Map3k14,Txn1,Niban1,Gps2,Lrrk1,Tgfbr2,Tec,Ripk3,Nedd9,Atm,Cd109,Ccnb2,Nup62,Il18,Syk,Ppp1r15b,Hax1,Adipor2,Tlr8,Tlr9,Shc1,Sh2d3c,Cebpa,Gtpbp4,Adcy4,Sdcbp,Tcim,Pgf,Dusp6,Fgf2,Cdk1,Acvrl1,Inhba,Trp53,Hfe",158
"18","GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION",0.0003999600039996,0.00620561377090948,0.562034282281382,1.27639797319813,3,552,"Ccl5,Parp9,Parp14,C3,Icam1,Ptprc,Eif2ak2,Fcgr1,Il6,Socs3,Gadd45g,Cdkn1a,Il12b,Cd74,Stat3,Gadd45b,Cd44,Thbs1,Tlr3,Ccn1,Tnf,Slc11a1,Cd86,Ifnb1,Hcls1,Il15,Csf1,Ifng,Clec7a,Ehd4,Socs1,Lcp2,Cd40,Nckap1l,Adam8,Itga5,Daxx,Fas,Tnfrsf1a,Gpnmb,Sdc4,Mdfic,Cxcr4,Plaur,Mad2l2,Rarres2,Tpx2,Lyn,Hpx,Gadd45a,Tlr4,Ripk1,Ifna6,Tgfb1,Ptpn1,Ncf1,Edn1,Gdf15,Iqgap1,Eng,Il6ra,Jak2,Map3k8,Pecam1,Dab2,Ccr7,Map3k6,Il1b,Prkd2,Ripk2,Sphk1,Tirap,Pik3cg,Hbegf,Ccnd3,Trf,C5ar1,Fpr1,Cenpe,Ccn2,Hgf,Dbnl,Tlr6,Map2k3,Tnfrsf18,Egr1,Dbf4,Ccnb1,Mapkapk2,Plce1,Map3k14,Txn1,Niban1,Lrrk1,Tgfbr2,Tec,Ripk3,Nedd9,Atm,Il18,Syk,Hax1,Adipor2,Tlr9,Shc1,Sh2d3c,Adcy4,Sdcbp,Tcim,Pgf,Dusp6,Fgf2,Cdk1,Acvrl1,Inhba,Trp53,Hfe,Cdc6,Traf2,Cd36,Spry2,Ccnd1,Twsg1,Egfr,Map3k1,Btc,Rbpms,Sox9,Angpt1,Rack1,Tal1,Tnfrsf14,Ptk6,Ccnd2,Arrb2,Pbk",136
"19","GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION",0.000109637101195044,0.00212465390351587,0.830254377769905,1.72598561409794,0,28,"Ccl12,Stat1,Xdh,Il12b,Thbs1,Tnf",6
"20","GOBP_VASCULATURE_DEVELOPMENT",9.99900009999e-05,0.00212465390351587,0.629034851635164,1.42853226663938,0,517,"Cxcl10,Ccl12,Stat1,Cxcl13,Tgfbi,C3,Il6,Xdh,Cybb,Hmox1,Socs3,C3ar1,Itgb2,Serpine1,Tnfaip2,Il12b,Erap1,Ptgs2,Anxa2,Casp8,Rhoj,Thbs1,Tlr3,Ccn1,H2-M3,Tnfaip3,Tnf,Ctsh,Cyp1b1,Hspb1,Apod,B4galt1,Tnfrsf12a,Grn,Ecm1,Sat1,Has2,Angptl4,Rnh1,Cd40,Pml,Ddit3,Adam8,Anxa1,Jun,Ccr2,Itga5,Adamts1,Spi1,Lrg1,Gpnmb,Dcn,Cxcr4,Itgax,Angpt2,Cflar,Anxa3,Fosl1,Aldh1a2,Anpep,Rras,Clic4,Il10,Robo4,Lgals8,Gadd45a,Mmp14,Tgfb1,Rasip1,Hk2,Edn1,Nfe2l2,Junb,Dll1,Mmp19,Eng,Errfi1,Pdpn,Il6ra,Pecam1,Col4a1,Bak1,Il1b,Tiparp,Prkd2,Elk3,Sphk1,Hpgd,Pik3cg,E2f8,C5ar1,Id1,Sfrp1,Prkx,Rin2,Egfl7,Sod2,Smad6,Cxcr3,Flna,Gata2,Cdh5,Ccn2,Hgf,Egr1,Adm,Gpx1,Runx1,Il1a,Col4a2,Tgfbr2,Myh9,Il18,Syk,Adipor2,Sgpl1,Shc1,Cth,Niban2,Atp7a,Pgf,Fgf2,Fasl,Acvrl1,Xbp1,Efemp2,Ramp2,Nos3,Spry2,Hoxa5,Cela1,Stab1,Stra6,Btg1,Creb3l1,Amotl2,Cemip2,Clec14a,Nfatc1,Angpt1,Foxc1,Tal1,Hif1a,Notch1,Itgb1,Calcrl,Notch2,Rhob,Col1a2",149
"21","GOBP_STARTLE_RESPONSE",0.000606796116504854,0.00835906582496885,-0.802404922716632,-2.34703707879492,0,17,"Adora2a,Drd2,Grin2a,Glrb,Grid2,Grin2d,Kcna1,Ctnna2,Ucn,Slc6a3,Npas1,Prkn,Pten,Drd3",14
"22","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",0.000100452034153692,0.00212465390351587,0.70226677301515,1.57243584491725,0,106,"Psmb9,Psmb8,Ifi209,Ifi203,Zbp1,Hck,Fcer1g,Psmb10,Psme1,Clec4e,Sting1,Tyrobp,Relb,Klrd1,Lyn,Tlr4,Clec4d,Pycard,Clec4b1,Plcg2,Icam2,Rela,Bcl10,Clec4n,Psmb2,Psma7,Nfkb1,Syk,Psmf1,Psma4,Psma6,Psma2,Psma3,Tbk1,Psma1,Psmb6,Aim2,Psmd11,Clec4a2,Psmb3,Tab2,Psmb4,Psmc2,Psmd8,Psma5,Ikbkg,Psmc6,Tab3",48
"23","GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",0.000100110121133247,0.00212465390351587,0.758450485505078,1.70754679035825,0,149,"Rsad2,Irf7,Ifih1,Ddx60,Ifi35,Irf1,Nmi,Slc15a3,Myd88,Acod1,Tlr2,Cyba,Dhx58,Itgb2,Ctss,Tifa,Casp8,Tlr3,Tlr7,Tnfaip3,Birc3,Nfkbia,Cd300lf,Rnf135,Clec4e,Tlr1,Pik3ap1,Ly96,Itgam,Cd40,Cd14,Ikbke,Havcr2,Lyn,Tlr4,Ripk1,Unc93b1,Rab7b,Lgmn,Ripk2,Rela,Tirap,Bcl10,Lbp,Ptpn22,Gfi1,Tlr6,Mapkapk2,Riok3,Gps2,Tnip2,Peli1,Hspa1a,Tlr8,Tlr9,Btk,Ctsb,Birc2",58
"24","GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.000100290843445993,0.00212465390351587,0.767546501046345,1.72247551286549,0,114,"Rsad2,Irf7,Ifi35,Irf1,Nmi,Myd88,Acod1,Tlr2,Cyba,Itgb2,Ctss,Casp8,Tlr3,Tlr7,Tnfaip3,Birc3,Nfkbia,Cd300lf,Tlr1,Pik3ap1,Ly96,Itgam,Cd40,Cd14,Ikbke,Havcr2,Lyn,Tlr4,Ripk1,Unc93b1,Rab7b,Lgmn,Ripk2,Tirap,Bcl10,Lbp,Ptpn22,Gfi1,Tlr6,Mapkapk2,Gps2,Tnip2,Peli1,Tlr8,Tlr9,Btk,Ctsb,Birc2",48
"25","GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0.000633713561470215,0.00859650049288833,0.76997361158106,1.64833741398326,5,40,"H2-K1,Il12b,H2-M3,Slamf7,Vav1,Serpinb9,Klrc1,Klrd1,Havcr2,Ptpn6,Rnf19b,Lag3,Il18rap,Cd96,Slamf6,Cebpg,Ncr1,Il18",18
"26","GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",9.99900009999e-05,0.00212465390351587,0.754503719943959,1.70474370585342,0,239,"Cxcl10,Ccl5,Ccl12,Cd274,Cxcl13,B2m,Icam1,Tspo,Il6,Myd88,Acod1,Cmpk2,Hck,Irf8,Tlr2,Zfp36,Serpine1,Il12b,Casp1,Casp8,Cd68,Tnfaip3,Nfkbia,Tnf,Vcam1,Slc11a1,Cd86,Csf2rb,Csf2rb2,Tlr1,Gpr31b,Ccr5,Cd180,Fcgr2b,Ly96,Cd40,Cebpb,Jun,Cd14,Vim,Il10ra,Ly86,Dcn,Litaf,Havcr2,Irf5,Tnfrsf1b,Il10,Lyn,Axl,Tlr4,Pycard,Trib1,Nos2,Tgfb1,Arg1,Edn1,Ptges,Gch1,Nfkb2,Mgst1,Cxcl2,Jak2,Selp,Cxcl1,Plcg2,Fos,Ccr7,Il1b,Ido1,Sele,Ripk2,Rela,Tirap,Cd96,Hpgd,Bcl10,Lbp,C5ar1,Slpi,Sod2,Ptpn22,Smad6,Gng12,Kmo,Gfi1,Tlr6,Adm,Mapkapk2,Il1a,Tnip2,Nfkbib,Peli1,Nfkb1,Il18,Adipor2,Tlr9,Cldn1,Cxcl5,Fasl,Xbp1,Jund,Cnr2,Nr1h3,Cd36,Nos3,S100a8,Ggt5",108
"27","GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION",0.000501303388810908,0.00731872974367136,0.64812740320505,1.45700501935058,4,125,"Psmb9,Psmb8,Ptprc,Eif2ak2,Psmb10,Psme1,Pld4,Plek,Spi1,Ptpn6,Batf,Tgfb1,Nfe2l2,Adar,Top2a,Sfrp1,Psmb2,Gata2,Runx1,Psma7,Gata3,Rbm47,Hspa9,Psmf1,Lmo2,Inhba,Trp53,Tent2,Psma4,Sbds,Psma6,Mlf1,Foxc1,Tal1,Notch1,Psma2,Psma3,Psma1,Psmb6,Dpf2,Myb,Psmd11,Psmb3,Ythdf2,Psmb4,Psmc2,Psmd8,Psma5,Psmc6",49
"28","GOBP_ADAPTIVE_IMMUNE_RESPONSE",9.99900009999e-05,0.00212465390351587,0.787522378624111,1.78016206098788,0,285,"Rsad2,Irf7,H2-K1,Cd274,Cxcl13,Irf1,Serping1,Tap1,B2m,C3,Icam1,Ptprc,Il6,Myd88,Tap2,Fcer1g,Ctsc,Ctss,Il12b,C1qc,Erap1,Cd74,H2-Aa,Stat3,C1qa,Tcirg1,C2,H2-M3,Tnfaip3,C1qb,Tnf,Ctsh,Parp3,Slc11a1,Cd86,Ifnb1,Slamf7,Ifng,Cd48,Fcgr2b,Il12rb1,Samsn1,H2-Ab1,Il7r,Cd40,Il18bp,H2-Eb1,Anxa1,Ada,Ccr2,Relb,Klrc1,Il4ra,Klrd1,Havcr2,Bcl3,Lat2,Inpp5d,Cd3g,Mad2l2,Ptpn6,Nfkbiz,Prf1,Pla2g4a,Tnfrsf1b,Il10,Adgre1,Lyn,Loxl3,Hpx,Batf,Tlr4,Il1r1,Arg2,Il17ra,Clec4d,Unc93b1,Txk,Pycard,Myo1g,Ifna6,Tgfb1,Rnf19b,Arg1,Lag3,Mcoln2,Nfkb2,Sash3,Clec4b1,Tbx21,Lair1,Il6ra,Jak2,Icosl,Il1b,Pirb,Prkd2,Il33,Cd8b1,Was,Ripk2,Tnfsf13b,Bcl10,Ly9,Pik3cg,Slamf6,Zbtb7b,Clec4n,Ctla4,Cd28,Prdm1,Cd3d,Dbnl,Ebi3,Cd244a,Tec,Ripk3,Pdcd1,Il18,Gata3,Syk,Tlr8,Itk,Btk,Cd1d1,Bcl6,Fut7",127
