"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"11","GO:0034341","response to type II interferon","14/60","111/9707",3.15850115580896e-15,3.48009400076406e-13,2.41799131545184e-13,"55932/14469/69550/15944/20846/229900/66141/20293/20304/80285/547253/16362/20296/20302",14
"12","GO:0002833","positive regulation of response to biotic stimulus","18/60","268/9707",1.60963049167934e-14,1.62572679659614e-12,1.12956525731884e-12,"55932/14469/15944/229900/20128/14972/58185/80285/209387/71586/60533/231655/16859/234311/54123/70110/16362/12363",18
"13","GO:0035456","response to interferon-beta","10/60","39/9707",2.05270097107546e-14,1.91374890534112e-12,1.32968483956305e-12,"55932/15957/14469/69550/60440/15944/20846/229900/66141/16362",10
"14","GO:0045089","positive regulation of innate immune response","17/60","246/9707",6.195719081517e-14,5.36372251914186e-12,3.72674831970947e-12,"55932/14469/15944/229900/20128/14972/58185/80285/209387/71586/231655/16859/234311/54123/70110/16362/12363",17
"15","GO:0031349","positive regulation of defense response","19/60","339/9707",7.02217867728441e-14,5.6739203712458e-12,3.9422757486509e-12,"55932/14469/15944/229900/20128/14972/20304/58185/80285/209387/71586/231655/16859/234311/54123/70110/16362/12363/20302",19
"16","GO:0032103","positive regulation of response to external stimulus","21/60","446/9707",7.69956954085128e-14,5.83242392719484e-12,4.05240502150067e-12,"55932/14469/15944/229900/20128/14972/15945/20304/58185/80285/209387/71586/231655/16859/234311/54123/70110/16362/12363/20296/20302",21
"17","GO:0045069","regulation of viral genome replication","11/60","66/9707",1.58685521418716e-13,1.13133442329108e-11,7.86058310433269e-12,"55932/23962/69550/229900/66141/100038882/20304/58185/71586/57444/231655",11
"18","GO:0071346","cellular response to type II interferon","12/60","90/9707",1.84591294124143e-13,1.24291471376923e-11,8.63585001750376e-12,"55932/14469/15944/20846/229900/20293/20304/80285/547253/16362/20296/20302",12
"19","GO:0019058","viral life cycle","14/60","179/9707",2.6143121677221e-12,1.62568476255365e-10,1.12953605180035e-10,"55932/23962/69550/229900/20128/66141/100038882/20304/58185/209387/71586/57444/231655/12642",14
"20","GO:0045071","negative regulation of viral genome replication","9/60","42/9707",2.68264812302582e-12,1.62568476255365e-10,1.12953605180035e-10,"23962/69550/66141/100038882/20304/58185/71586/57444/231655",9
"21","GO:0002218","activation of innate immune response","14/60","187/9707",4.75896210557421e-12,2.74660098664568e-10,1.90835573155858e-10,"55932/14469/15944/229900/20128/58185/209387/71586/231655/234311/54123/70110/16362/12363",14
"22","GO:0019079","viral genome replication","11/60","91/9707",6.22257224837609e-12,3.42807162046901e-10,2.38184583669898e-10,"55932/23962/69550/229900/66141/100038882/20304/58185/71586/57444/231655",11
"23","GO:0035458","cellular response to interferon-beta","8/60","30/9707",6.91535204899927e-12,3.64408986234222e-10,2.53193667697914e-10,"55932/15957/14469/60440/15944/20846/229900/16362",8
"24","GO:0016032","viral process","15/60","242/9707",1.13566197075387e-11,5.73509295230702e-10,3.98477884475041e-10,"55932/23962/69550/20846/229900/20128/66141/100038882/20304/58185/209387/71586/57444/231655/12642",15
"25","GO:0032496","response to lipopolysaccharide","14/60","218/9707",3.81032196159428e-11,1.84724408698091e-09,1.28347687127386e-09,"55932/12010/14469/15944/20846/20128/15945/209387/60533/246256/16859/17329/12363/20296",14
"26","GO:0071222","cellular response to lipopolysaccharide","12/60","151/9707",9.52653229021646e-11,4.2609251799197e-09,2.96051775571978e-09,"55932/12010/14469/15944/20846/20128/15945/209387/60533/246256/17329/20296",12
"27","GO:0140888","interferon-mediated signaling pathway","9/60","61/9707",9.53249708695503e-11,4.2609251799197e-09,2.96051775571978e-09,"15944/20846/66141/100038882/80285/71586/54123/547253/16362",9
"28","GO:0002237","response to molecule of bacterial origin","14/60","234/9707",9.84372153776828e-11,4.2609251799197e-09,2.96051775571978e-09,"55932/12010/14469/15944/20846/20128/15945/209387/60533/246256/16859/17329/12363/20296",14
"29","GO:0071219","cellular response to molecule of bacterial origin","12/60","160/9707",1.87849257905231e-10,7.85080346831518e-09,5.45478788835517e-09,"55932/12010/14469/15944/20846/20128/15945/209387/60533/246256/17329/20296",12
"30","GO:0042742","defense response to bacterium","13/60","206/9707",2.60713658912504e-10,1.05328318200652e-08,7.3182781449124e-09,"55932/12010/14469/60440/15944/229900/14972/100038882/231507/16859/16819/14939/12363",13
"31","GO:0001906","cell killing","12/60","170/9707",3.80814530139705e-10,1.48886196944943e-08,1.03447071005692e-08,"55932/12010/14469/229900/14972/15945/246256/16859/14939/17329/21354/20296",12
"32","GO:0002753","cytosolic pattern recognition receptor signaling pathway","10/60","105/9707",6.82400242259871e-10,2.58459091755926e-08,1.79579011121019e-08,"14469/15944/20128/58185/71586/231655/234311/54123/16362/12363",10
"33","GO:0062207","regulation of pattern recognition receptor signaling pathway","10/60","107/9707",8.23348586299018e-10,2.99018559998774e-08,2.07759986103022e-08,"14469/15944/20128/58185/231655/234311/54123/70110/16362/12363",10
"34","GO:0071216","cellular response to biotic stimulus","12/60","182/9707",8.3883094389095e-10,2.99018559998774e-08,2.07759986103022e-08,"55932/12010/14469/15944/20846/20128/15945/209387/60533/246256/17329/20296",12
"35","GO:0002253","activation of immune response","15/60","345/9707",1.67519180378603e-09,5.8009499033962e-08,4.03053667076338e-08,"55932/14469/15944/229900/20128/58185/209387/71586/231655/234311/54123/70110/16362/12258/12363",15
"36","GO:0002221","pattern recognition receptor signaling pathway","11/60","165/9707",4.09084287692582e-09,1.37725043523169e-07,9.56922310392005e-08,"14469/15944/20128/58185/71586/231655/234311/54123/70110/16362/12363",11
"37","GO:0002758","innate immune response-activating signaling pathway","11/60","171/9707",5.96393907834409e-09,1.95359301701433e-07,1.35736878027746e-07,"14469/15944/20128/58185/71586/231655/234311/54123/70110/16362/12363",11
"38","GO:0032479","regulation of type I interferon production","8/60","86/9707",4.79568666861985e-08,1.52957164272823e-06,1.06275604844761e-06,"55932/15944/20846/229900/100038882/71586/54123/16362",8
"39","GO:0060333","type II interferon-mediated signaling pathway","5/60","18/9707",6.13294279243944e-08,1.9059299139581e-06,1.3242521549127e-06,"15944/20846/80285/547253/16362",5
"40","GO:0032606","type I interferon production","8/60","89/9707",6.29218730982108e-08,1.90653275487579e-06,1.32467101259391e-06,"55932/15944/20846/229900/100038882/71586/54123/16362",8
"41","GO:0001819","positive regulation of cytokine production","14/60","387/9707",6.59711776045213e-08,1.95017237211414e-06,1.35499209457297e-06,"12010/20846/14972/100038882/20304/58185/71586/60533/16859/54123/16362/12363/20296/20302",14
"42","GO:0048247","lymphocyte chemotaxis","6/60","42/9707",1.9057600380381e-07,5.49947896690996e-06,3.82107275797114e-06,"15945/20293/20304/12642/20296/20302",6
"43","GO:0039531","regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","7/60","70/9707",2.12889775984749e-07,6.00052112775619e-06,4.16920001928517e-06,"14469/15944/20128/58185/231655/234311/12363",7
"44","GO:0002832","negative regulation of response to biotic stimulus","8/60","108/9707",2.86345472158048e-07,7.88751618762623e-06,5.48029611785738e-06,"15944/20128/14972/100038882/16859/547253/12258/21354",8
"45","GO:1903901","negative regulation of viral life cycle","5/60","25/9707",3.67912796427517e-07,9.90911798378113e-06,6.88491782788336e-06,"69550/20128/66141/209387/12642",5
"46","GO:0034340","response to type I interferon","6/60","51/9707",6.26720256136543e-07,1.65127163138585e-05,1.14731397004401e-05,"20846/66141/100038882/71586/54123/12642",6
"47","GO:0060760","positive regulation of response to cytokine stimulus","6/60","52/9707",7.05088012398545e-07,1.81822695963199e-05,1.26331558772416e-05,"15944/80285/71586/54123/547253/12363",6
"48","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","6/60","53/9707",7.9130782805865e-07,1.99805226584809e-05,1.38825934747132e-05,"14469/58185/231655/234311/70110/12363",6
"49","GO:0072676","lymphocyte migration","7/60","93/9707",1.50667667095274e-06,3.65818870643889e-05,2.54173264300079e-05,"15945/20293/20304/16859/12642/20296/20302",7
"50","GO:0070098","chemokine-mediated signaling pathway","6/60","59/9707",1.50915375678172e-06,3.65818870643889e-05,2.54173264300079e-05,"15945/20293/20304/17329/20296/20302",6
"51","GO:0002757","immune response-activating signaling pathway","11/60","296/9707",1.59335076369011e-06,3.78655122665179e-05,2.63091973364724e-05,"14469/15944/20128/58185/71586/231655/234311/54123/70110/16362/12363",11
"52","GO:0030522","intracellular receptor signaling pathway","10/60","238/9707",1.67108670841542e-06,3.8949174819221e-05,2.70621329298044e-05,"14469/15944/20128/58185/71586/231655/234311/54123/16362/12363",10
"53","GO:0002764","immune response-regulating signaling pathway","11/60","302/9707",1.93871738132882e-06,4.43344427579345e-05,3.08038511432583e-05,"14469/15944/20128/58185/71586/231655/234311/54123/70110/16362/12363",11
"54","GO:0050870","positive regulation of T cell activation","9/60","188/9707",1.99694235291236e-06,4.48202616986996e-05,3.11414012150075e-05,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"55","GO:0071396","cellular response to lipid","12/60","376/9707",2.48994859297297e-06,5.48694126306044e-05,3.81236148206388e-05,"55932/12010/14469/15944/20846/20128/15945/209387/60533/246256/17329/20296",12
"56","GO:0031640","killing of cells of another organism","6/60","65/9707",2.68835999618612e-06,5.71630230767996e-05,3.97172298605521e-05,"55932/14469/229900/15945/14939/17329",6
"57","GO:0141061","disruption of cell in another organism","6/60","65/9707",2.68835999618612e-06,5.71630230767996e-05,3.97172298605521e-05,"55932/14469/229900/15945/14939/17329",6
"58","GO:0002697","regulation of immune effector process","11/60","314/9707",2.83225869391954e-06,5.91844402936291e-05,4.11217233236957e-05,"12010/69550/14972/58185/16859/234311/16362/12258/21354/12363/20296",11
"59","GO:1990868","response to chemokine","6/60","66/9707",2.94309762366334e-06,5.94505719979994e-05,4.13066333145731e-05,"15945/20293/20304/17329/20296/20302",6
"60","GO:1990869","cellular response to chemokine","6/60","66/9707",2.94309762366334e-06,5.94505719979994e-05,4.13066333145731e-05,"15945/20293/20304/17329/20296/20302",6
"61","GO:0051701","biological process involved in interaction with host","7/60","107/9707",3.87771226327577e-06,7.70456928375449e-05,5.35318345232204e-05,"55932/14469/229900/20128/66141/209387/12642",7
"62","GO:0045824","negative regulation of innate immune response","6/60","70/9707",4.16669834494691e-06,8.14522321625106e-05,5.65935259075981e-05,"14972/100038882/16859/547253/12258/21354",6
"63","GO:0141060","disruption of anatomical structure in another organism","6/60","71/9707",4.52962023270035e-06,8.71412654290924e-05,6.05463021914834e-05,"55932/14469/229900/15945/14939/17329",6
"64","GO:0019882","antigen processing and presentation","6/60","72/9707",4.91784831759693e-06,9.26387923919046e-05,6.43660186846654e-05,"12010/14972/16912/246256/16913/21354",6
"65","GO:1903039","positive regulation of leukocyte cell-cell adhesion","9/60","210/9707",4.96825206722261e-06,9.26387923919046e-05,6.43660186846654e-05,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"66","GO:0002443","leukocyte mediated immunity","11/60","334/9707",5.13685862397509e-06,9.43314038220879e-05,6.55420558082946e-05,"12010/69550/14972/58185/246256/16859/14939/54123/12258/21354/20296",11
"67","GO:0060759","regulation of response to cytokine stimulus","7/60","114/9707",5.91679170673351e-06,0.000104243903442322,7.24293232185665e-05,"15944/100038882/80285/71586/54123/547253/12363",7
"68","GO:0035455","response to interferon-alpha","4/60","20/9707",5.93467767122129e-06,0.000104243903442322,7.24293232185665e-05,"15957/69550/66141/15958",4
"69","GO:0048245","eosinophil chemotaxis","4/60","20/9707",5.93467767122129e-06,0.000104243903442322,7.24293232185665e-05,"20293/20304/20296/20302",4
"70","GO:0001909","leukocyte mediated cytotoxicity","7/60","115/9707",6.27013188293526e-06,0.000108562854887393,7.54301579901986e-05,"12010/14972/246256/16859/14939/21354/20296",7
"71","GO:0050830","defense response to Gram-positive bacterium","6/60","76/9707",6.75107918379351e-06,0.000115243774236024,8.0072102995327e-05,"55932/12010/14469/229900/14972/12363",6
"72","GO:0046640","regulation of alpha-beta T cell proliferation","5/60","44/9707",6.8741813368055e-06,0.000115715385836226,8.03997817170234e-05,"15944/14972/60533/16859/16362",5
"73","GO:0060337","type I interferon-mediated signaling pathway","5/60","46/9707",8.59493739072377e-06,0.000140771136723746,9.78086758546091e-05,"20846/66141/100038882/71586/54123",5
"74","GO:0071357","cellular response to type I interferon","5/60","46/9707",8.59493739072377e-06,0.000140771136723746,9.78086758546091e-05,"20846/66141/100038882/71586/54123",5
"75","GO:0001961","positive regulation of cytokine-mediated signaling pathway","5/60","47/9707",9.57280189140476e-06,0.000152660998583981,0.000106069827051576,"15944/80285/54123/547253/12363",5
"76","GO:0002548","monocyte chemotaxis","5/60","47/9707",9.57280189140476e-06,0.000152660998583981,0.000106069827051576,"15945/20293/20304/20296/20302",5
"77","GO:0030593","neutrophil chemotaxis","6/60","81/9707",9.78541296928487e-06,0.00015402494180225,0.000107017503423485,"15945/20293/20304/17329/20296/20302",6
"78","GO:0046633","alpha-beta T cell proliferation","5/60","48/9707",1.06355450684111e-05,0.000160063117045718,0.000111212865760444,"15944/14972/60533/16859/16362",5
"79","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","4/60","23/9707",1.06972875253327e-05,0.000160063117045718,0.000111212865760444,"55932/229900/547253/16362",4
"80","GO:0046597","negative regulation of viral entry into host cell","4/60","23/9707",1.06972875253327e-05,0.000160063117045718,0.000111212865760444,"20128/66141/209387/12642",4
"81","GO:0072677","eosinophil migration","4/60","23/9707",1.06972875253327e-05,0.000160063117045718,0.000111212865760444,"20293/20304/20296/20302",4
"82","GO:0002683","negative regulation of immune system process","11/60","373/9707",1.4644963476825e-05,0.000216459704072097,0.000150397571007189,"69550/15944/20128/14972/100038882/60533/16859/547253/16362/12258/21354",11
"83","GO:1904893","negative regulation of receptor signaling pathway via STAT","4/60","25/9707",1.51413497462051e-05,0.000221100191474705,0.000153621810995105,"55932/229900/547253/16362",4
"84","GO:0071356","cellular response to tumor necrosis factor","7/60","133/9707",1.63294193452814e-05,0.000235610193410488,0.000163703452083021,"55932/20846/20293/20304/16362/20296/20302",7
"85","GO:0022409","positive regulation of cell-cell adhesion","9/60","244/9707",1.66996474760773e-05,0.000238117326364773,0.000165445423911602,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"86","GO:0002449","lymphocyte mediated immunity","9/60","245/9707",1.72536706359076e-05,0.00024315638152,0.000168946591294077,"12010/14972/58185/246256/16859/14939/54123/12258/21354",9
"87","GO:0044403","biological process involved in symbiotic interaction","8/60","189/9707",1.91675191227592e-05,0.000267023369848093,0.000185529525689139,"55932/14469/229900/20128/66141/20304/209387/12642",8
"88","GO:0051251","positive regulation of lymphocyte activation","9/60","250/9707",2.02652821346823e-05,0.000278421768052157,0.000193449204830403,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"89","GO:0007259","receptor signaling pathway via JAK-STAT","7/60","138/9707",2.07639680701155e-05,0.000278421768052157,0.000193449204830403,"55932/20846/229900/20304/80285/547253/16362",7
"90","GO:0042832","defense response to protozoan","4/60","27/9707",2.08133054307612e-05,0.000278421768052157,0.000193449204830403,"55932/14469/60440/229900",4
"91","GO:0032481","positive regulation of type I interferon production","5/60","55/9707",2.09046046969854e-05,0.000278421768052157,0.000193449204830403,"20846/100038882/71586/54123/16362",5
"92","GO:0046634","regulation of alpha-beta T cell activation","6/60","94/9707",2.30717743580854e-05,0.000303945549152169,0.00021118328931886,"15944/14972/60533/16859/16186/16362",6
"93","GO:0060330","regulation of response to type II interferon","3/60","10/9707",2.61263043341252e-05,0.000336862562265529,0.000234054238155657,"15944/80285/547253",3
"94","GO:0060334","regulation of type II interferon-mediated signaling pathway","3/60","10/9707",2.61263043341252e-05,0.000336862562265529,0.000234054238155657,"15944/80285/547253",3
"95","GO:0097696","receptor signaling pathway via STAT","7/60","144/9707",2.7354700728183e-05,0.000348712492335834,0.000242287644492502,"55932/20846/229900/20304/80285/547253/16362",7
"96","GO:0001562","response to protozoan","4/60","29/9707",2.79085080499801e-05,0.000348712492335834,0.000242287644492502,"55932/14469/60440/229900",4
"97","GO:0141085","regulation of inflammasome-mediated signaling pathway","4/60","29/9707",2.79085080499801e-05,0.000348712492335834,0.000242287644492502,"14469/15944/20128/12363",4
"98","GO:0034612","response to tumor necrosis factor","7/60","146/9707",2.99013658531185e-05,0.000369800565448771,0.000256939771025723,"55932/20846/20293/20304/16362/20296/20302",7
"99","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","5/60","60/9707",3.20535034168084e-05,0.000388492717989211,0.000269927196796394,"15944/60533/16859/16186/16362",5
"100","GO:0070269","pyroptosis","4/60","30/9707",3.20538546195718e-05,0.000388492717989211,0.000269927196796394,"55932/14469/14939/12363",4
"101","GO:0050777","negative regulation of immune response","7/60","148/9707",3.26403641211481e-05,0.000391684369453777,0.000272144776413949,"14972/100038882/16859/547253/16362/12258/21354",7
"102","GO:0035710","CD4-positive, alpha-beta T cell activation","6/60","101/9707",3.47308117033054e-05,0.000412683762592217,0.000286735287540189,"15944/58185/60533/16859/16186/16362",6
"103","GO:0071674","mononuclear cell migration","7/60","150/9707",3.55828055475369e-05,0.000418702527413735,0.00029091716339325,"15945/20293/20304/16859/12642/20296/20302",7
"104","GO:0031348","negative regulation of defense response","8/60","207/9707",3.68842501208555e-05,0.000429843376408431,0.000298657895715429,"15944/20128/14972/100038882/16859/547253/12258/21354",8
"105","GO:0042267","natural killer cell mediated cytotoxicity","5/60","62/9707",3.76212365978205e-05,0.000434256559586271,0.000301724203290791,"14972/246256/16859/14939/21354",5
"106","GO:0046631","alpha-beta T cell activation","7/60","152/9707",3.87402355629523e-05,0.000439622877810458,0.000305452755122778,"15944/14972/58185/60533/16859/16186/16362",7
"107","GO:0071621","granulocyte chemotaxis","6/60","103/9707",3.8811590697788e-05,0.000439622877810458,0.000305452755122778,"15945/20293/20304/17329/20296/20302",6
"108","GO:0071347","cellular response to interleukin-1","5/60","63/9707",4.06719748535264e-05,0.000455796448740012,0.000316690254465876,"20293/20304/16362/20296/20302",5
"109","GO:1990266","neutrophil migration","6/60","104/9707",4.09915948124268e-05,0.000455796448740012,0.000316690254465876,"15945/20293/20304/17329/20296/20302",6
"110","GO:0141084","inflammasome-mediated signaling pathway","4/60","32/9707",4.16737230560456e-05,0.000459168657672066,0.000319033286553459,"14469/15944/20128/12363",4
"111","GO:0001959","regulation of cytokine-mediated signaling pathway","6/60","106/9707",4.56464641433573e-05,0.000490682668619348,0.00034092942061445,"15944/100038882/80285/54123/547253/12363",6
"112","GO:0002698","negative regulation of immune effector process","6/60","106/9707",4.56464641433573e-05,0.000490682668619348,0.00034092942061445,"69550/14972/16859/16362/12258/21354",6
"113","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","7/60","156/9707",4.57484666287016e-05,0.000490682668619348,0.00034092942061445,"20128/14972/71586/60533/16859/20296/20302",7
"114","GO:0002228","natural killer cell mediated immunity","5/60","65/9707",4.73461818895574e-05,0.000500374798508042,0.000347663573741908,"14972/246256/16859/14939/21354",5
"115","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","3/60","12/9707",4.74778067891294e-05,0.000500374798508042,0.000347663573741908,"12010/14972/21354",3
"116","GO:0050863","regulation of T cell activation","9/60","282/9707",5.22616530075589e-05,0.000541377123462918,0.000376152248367496,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"117","GO:1903037","regulation of leukocyte cell-cell adhesion","9/60","282/9707",5.22616530075589e-05,0.000541377123462918,0.000376152248367496,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"118","GO:0046596","regulation of viral entry into host cell","4/60","34/9707",5.32511500197871e-05,0.000546952490033745,0.000380026048312486,"20128/66141/209387/12642",4
"119","GO:0050688","regulation of defense response to virus","5/60","67/9707",5.48380860034976e-05,0.000558518993581841,0.000388062528109669,"15944/20846/20128/20304/80285",5
"120","GO:0032728","positive regulation of interferon-beta production","4/60","35/9707",5.98456009678081e-05,0.000604440569774862,0.000419969129598653,"100038882/71586/54123/16362",4
"121","GO:0071706","tumor necrosis factor superfamily cytokine production","7/60","163/9707",6.05076863539031e-05,0.000606076990586203,0.000421106125125033,"20128/14972/71586/60533/16859/20296/20302",7
"122","GO:0002483","antigen processing and presentation of endogenous peptide antigen","3/60","13/9707",6.14497668062554e-05,0.000610468175157226,0.000424157147929287,"12010/14972/21354",3
"123","GO:0070555","response to interleukin-1","5/60","72/9707",7.75941458102372e-05,0.000764586217252093,0.00053123933802473,"20293/20304/16362/20296/20302",5
"124","GO:0002696","positive regulation of leukocyte activation","9/60","298/9707",8.00933911259379e-05,0.000782848306811587,0.000543927953317066,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"125","GO:0052372","modulation by symbiont of entry into host","4/60","38/9707",8.32088057161074e-05,0.000806792580223377,0.000560564585876934,"20128/66141/209387/12642",4
"126","GO:0007249","canonical NF-kappaB signal transduction","7/60","174/9707",9.1421583703555e-05,0.000872464247627627,0.000606193675614123,"55932/15944/20846/229900/20128/209387/16362",7
"127","GO:0030595","leukocyte chemotaxis","7/60","174/9707",9.1421583703555e-05,0.000872464247627627,0.000606193675614123,"15945/20293/20304/17329/12642/20296/20302",7
"128","GO:0019883","antigen processing and presentation of endogenous antigen","3/60","15/9707",9.69034694114024e-05,0.000917554725989217,0.000637522825075016,"12010/14972/21354",3
"129","GO:0001910","regulation of leukocyte mediated cytotoxicity","5/60","76/9707",0.000100542139284921,0.000944628471421116,0.000656333834581286,"12010/14972/16859/21354/20296",5
"130","GO:0050867","positive regulation of cell activation","9/60","314/9707",0.000119508216775855,0.00111418429794105,0.000774142294904323,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"131","GO:0007159","leukocyte cell-cell adhesion","9/60","316/9707",0.000125419934310661,0.00116037374339329,0.00080623501364828,"12010/15944/14972/20304/60533/16859/16186/16362/20296",9
"132","GO:0097530","granulocyte migration","6/60","129/9707",0.000136377169444691,0.00125219037399216,0.000870029789120835,"15945/20293/20304/17329/20296/20302",6
"133","GO:1903706","regulation of hemopoiesis","9/60","322/9707",0.000144649105729149,0.00131815576047916,0.000915862956733829,"12010/15944/20846/100038882/20304/16859/16186/16362/20302",9
"134","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","8/60","254/9707",0.000155166715385843,0.00140344820184807,0.000975124684278669,"12010/14972/58185/60533/14939/54123/16362/12258",8
"135","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","3/60","18/9707",0.000171506981679019,0.0015284298661395,0.00106196273485461,"14972/16859/21354",3
"136","GO:0090026","positive regulation of monocyte chemotaxis","3/60","18/9707",0.000171506981679019,0.0015284298661395,0.00106196273485461,"15945/20304/20296",3
"137","GO:0032608","interferon-beta production","4/60","47/9707",0.000192895999925006,0.00168194210006552,0.00116862400560398,"100038882/71586/54123/16362",4
"138","GO:0032648","regulation of interferon-beta production","4/60","47/9707",0.000192895999925006,0.00168194210006552,0.00116862400560398,"100038882/71586/54123/16362",4
"139","GO:0043903","regulation of biological process involved in symbiotic interaction","4/60","47/9707",0.000192895999925006,0.00168194210006552,0.00116862400560398,"20128/66141/209387/12642",4
"140","GO:0002716","negative regulation of natural killer cell mediated immunity","3/60","19/9707",0.000202770216655032,0.00171858393416712,0.00119408298361447,"14972/16859/21354",3
"141","GO:0035739","CD4-positive, alpha-beta T cell proliferation","3/60","19/9707",0.000202770216655032,0.00171858393416712,0.00119408298361447,"15944/60533/16859",3
"142","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","3/60","19/9707",0.000202770216655032,0.00171858393416712,0.00119408298361447,"15944/60533/16859",3
"143","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","3/60","19/9707",0.000202770216655032,0.00171858393416712,0.00119408298361447,"14972/60533/16362",3
"144","GO:0002250","adaptive immune response","9/60","344/9707",0.000237637557054923,0.00200011610521227,0.00138969331611066,"12010/14972/58185/60533/14939/54123/16362/12258/21354",9
"145","GO:0002703","regulation of leukocyte mediated immunity","7/60","204/9707",0.000245463205286454,0.00205173382625643,0.00142555763505745,"12010/69550/14972/58185/16859/21354/20296",7
"146","GO:0043122","regulation of canonical NF-kappaB signal transduction","6/60","145/9707",0.000258216022982044,0.00214354671133039,0.00148934980811561,"55932/15944/20846/229900/20128/209387",6
"147","GO:0031341","regulation of cell killing","5/60","94/9707",0.000274417758761674,0.00224402208995027,0.00155916073646015,"12010/14972/16859/21354/20296",5
"148","GO:0002230","positive regulation of defense response to virus by host","3/60","21/9707",0.000275874002807418,0.00224402208995027,0.00155916073646015,"20846/20304/80285",3
"149","GO:0032727","positive regulation of interferon-alpha production","3/60","21/9707",0.000275874002807418,0.00224402208995027,0.00155916073646015,"20846/71586/54123",3
"150","GO:0002699","positive regulation of immune effector process","7/60","211/9707",0.000301633930765999,0.00243720216058928,0.00169338347096701,"12010/14972/58185/234311/16362/12363/20296",7
"151","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","3/60","22/9707",0.000318031298196045,0.00253588114087899,0.0017619462503936,"12010/14972/21354",3
