"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_89756_coefficient","contrast_89756_log2fc","contrast_89756_tstat","contrast_89756_pvalue"
"59","1417275_at","17153","Mal","myelin and lymphocyte protein, T cell differentiation protein",1.11e-16,6.098e-14,0.0016,1.5943,1.5943,9.4215,6.696e-10
"60","1451332_at","225207","Zfp521","zinc finger protein 521",1.11e-16,6.098e-14,0.0016,0.6543,0.6543,14.1448,8.837e-14
"61","1427076_at","17476","Mpeg1","macrophage expressed gene 1",1.11e-16,6.098e-14,0.0016,0.7809,0.7809,7.6469,3.872e-08
"62","1421322_a_at","16391","Irf9","interferon regulatory factor 9",1.11e-16,6.098e-14,0.0016,1.239,1.239,10.5666,6.071e-11
"63","1450241_a_at","14017","Evi2a","ecotropic viral integration site 2a",1.11e-16,6.098e-14,0.0016,0.3672,0.3672,5.8159,3.848e-06
"64","1436263_at","17433","Mobp","myelin-associated oligodendrocytic basic protein",1.11e-16,6.098e-14,0.0016,1.3444,1.3444,9.1783,1.139e-09
"65","1439426_x_at","17110","Lyz1","lysozyme 1",2.22e-16,1.136e-13,0.0019,1.3527,1.3527,10.5549,6.217e-11
"66","1416226_at","11867","Arpc1b","actin related protein 2/3 complex, subunit 1B",2.22e-16,1.136e-13,0.0019,0.2937,0.2937,5.2403,1.744e-05
"67","1417185_at","110454","Ly6a","lymphocyte antigen 6 family member A",2.22e-16,1.136e-13,0.0019,1.2345,1.2345,6.9737,2.009e-07
"68","1460180_at","15212","Hexb","hexosaminidase B",2.22e-16,1.136e-13,0.0019,0.0763,0.0763,2.0098,0.0548
"69","1449401_at","12262","C1qc","complement component 1, q subcomponent, C chain",2.22e-16,1.136e-13,0.0019,0.5712,0.5712,6.8759,2.563e-07
"70","1438037_at","67138","Herc6","hect domain and RLD 6",3.331e-16,1.648e-13,0.002,1.2728,1.2728,7.5024,5.487e-08
"71","1418204_s_at","11629","Aif1","allograft inflammatory factor 1",3.331e-16,1.648e-13,0.002,0.717,0.717,6.2294,1.32e-06
"72","1455500_at","672511","Rnf213","ring finger protein 213",4.441e-16,2.128e-13,0.0021,1.7851,1.7851,9.4981,5.673e-10
"73","1450696_at","16912","Psmb9","proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)",4.441e-16,2.128e-13,0.0021,1.7644,1.7644,8.7926,2.69e-09
"74","1424617_at","70110","Ifi35","interferon-induced protein 35",4.441e-16,2.128e-13,0.0021,1.2742,1.2742,7.6747,3.622e-08
"75","1425546_a_at","22041","Trf","transferrin",5.551e-16,2.475e-13,0.0022,0.7143,0.7143,7.5483,4.91e-08
"76","1426276_at","71586","Ifih1","interferon induced with helicase C domain 1",5.551e-16,2.475e-13,0.0022,1.46,1.46,8.3356,7.632e-09
"77","1419873_s_at","12978","Csf1r","colony stimulating factor 1 receptor",5.551e-16,2.475e-13,0.0022,0.1785,0.1785,3.7552,9e-04
"78","1435330_at","236312","Ifi209","interferon activated gene 209",5.551e-16,2.475e-13,0.0022,1.3533,1.3533,7.0409,1.7e-07
"79","1437726_x_at","12260","C1qb","complement component 1, q subcomponent, beta polypeptide",5.551e-16,2.475e-13,0.0022,0.5327,0.5327,5.786,4.16e-06
"80","1425719_a_at","64685","Nmi","N-myc (and STAT) interactor",6.661e-16,2.913e-13,0.0023,0.9854,0.9854,8.1404,1.202e-08
"81","1417244_a_at","54123","Irf7","interferon regulatory factor 7",6.661e-16,2.913e-13,0.0023,1.8235,1.8235,8.7329,3.077e-09
"82","1450088_a_at","17433","Mobp","myelin-associated oligodendrocytic basic protein",7.772e-16,3.302e-13,0.0023,2.4145,2.4145,9.7608,3.231e-10
"83","1421010_at","17433","Mobp","myelin-associated oligodendrocytic basic protein",7.772e-16,3.302e-13,0.0023,2.7988,2.7988,10.4291,8.029e-11
"84","1425468_at","18823","Plp1","proteolipid protein (myelin) 1",7.772e-16,3.302e-13,0.0023,1.2014,1.2014,8.4362,6.052e-09
"85","1416016_at","21354","Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",8.882e-16,3.572e-13,0.0024,1.243,1.243,7.6941,3.457e-08
"86","1419872_at","12978","Csf1r","colony stimulating factor 1 receptor",8.882e-16,3.572e-13,0.0024,0.2194,0.2194,4.3898,2e-04
"87","1460218_at","23833","Cd52","CD52 antigen",8.882e-16,3.572e-13,0.0024,1.5749,1.5749,8.032,1.55e-08
"88","1420028_s_at","17215","Mcm3","minichromosome maintenance complex component 3",8.882e-16,3.572e-13,0.0024,0.7198,0.7198,14.7918,3.109e-14
"89","1433983_at","215748","Cnksr3","Cnksr family member 3",8.882e-16,3.572e-13,0.0024,0.4448,0.4448,7.1185,1.403e-07
"90","1439825_at","209200","Dtx3l","deltex 3-like, E3 ubiquitin ligase",9.992e-16,3.846e-13,0.0026,1.2351,1.2351,8.3878,6.766e-09
"91","1451767_at","17969","Ncf1","neutrophil cytosolic factor 1",9.992e-16,3.846e-13,0.0026,0.2693,0.2693,3.7026,0.001
"92","1425467_a_at","18823","Plp1","proteolipid protein (myelin) 1",9.992e-16,3.846e-13,0.0026,1.2479,1.2479,8.5913,4.243e-09
"93","1448620_at","14131","Fcgr3","Fc receptor, IgG, low affinity III",9.992e-16,3.846e-13,0.0026,0.3304,0.3304,6.2954,1.114e-06
"94","1456228_x_at","17196","Mbp","myelin basic protein",9.992e-16,3.846e-13,0.0026,1.564,1.564,9.3676,7.529e-10
"95","1417851_at","55985","Cxcl13","C-X-C motif chemokine ligand 13",1.221e-15,4.584e-13,0.0026,1.0144,1.0144,4.5188,1e-04
"96","1426970_a_at","74153","Uba7","ubiquitin-like modifier activating enzyme 7",1.221e-15,4.584e-13,0.0026,0.5565,0.5565,6.0067,2.344e-06
"97","1436578_at","77767","Ermn","ermin, ERM-like protein",1.221e-15,4.584e-13,0.0026,0.976,0.976,7.2072,1.128e-07
"98","1448940_at","20821","Trim21","tripartite motif-containing 21",1.332e-15,4.839e-13,0.0027,1.1195,1.1195,7.3509,7.931e-08
"99","1436778_at","13058","Cybb","cytochrome b-245, beta polypeptide",1.332e-15,4.839e-13,0.0027,1.6473,1.6473,7.9174,2.031e-08
"100","1419646_a_at","17196","Mbp","myelin basic protein",1.332e-15,4.839e-13,0.0027,1.4801,1.4801,9.8955,2.43e-10
"101","1443858_at","319236","Trim12c","tripartite motif-containing 12C",1.332e-15,4.839e-13,0.0027,1.0379,1.0379,7.9805,1.75e-08
"102","1454169_a_at","108670","Epsti1","epithelial stromal interaction 1",1.665e-15,6.001e-13,0.0028,1.228,1.228,6.8435,2.78e-07
"103","1418826_at","69774","Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B",1.776e-15,6.35e-13,0.0028,1.1747,1.1747,7.6878,3.51e-08
"104","1451941_a_at","14130","Fcgr2b","Fc receptor, IgG, low affinity IIb",1.887e-15,6.694e-13,0.0028,0.6513,0.6513,6.8472,2.754e-07
"105","1452595_at","240913","Adamts4","ADAM metallopeptidase with thrombospondin type 1 motif 4",2.22e-15,7.693e-13,0.0029,0.5515,0.5515,8.0432,1.509e-08
"106","1456229_at","15410","Hoxb3","homeobox B3",2.22e-15,7.693e-13,0.0029,1.5961,1.5961,16.6879,1.776e-15
"107","1433785_at","17433","Mobp","myelin-associated oligodendrocytic basic protein",2.665e-15,9.092e-13,0.0029,2.7105,2.7105,9.802,2.96e-10
"108","1432558_a_at","17153","Mal","myelin and lymphocyte protein, T cell differentiation protein",2.776e-15,9.399e-13,0.003,0.6069,0.6069,6.2326,1.309e-06
"109","1433678_at","104759","Pld4","phospholipase D family member 4",2.887e-15,9.63e-13,0.003,0.488,0.488,5.2925,1.519e-05
"110","1421863_at","22317","Vamp1","vesicle-associated membrane protein 1",2.887e-15,9.63e-13,0.003,1.1019,1.1019,10.4472,7.738e-11
"111","1460219_at","17136","Mag","myelin-associated glycoprotein",2.998e-15,9.927e-13,0.003,1.037,1.037,7.7969,2.704e-08
"112","1428660_s_at","30935","Tor3a","torsin family 3, member A",3.109e-15,1.022e-12,0.003,0.7544,0.7544,5.8616,3.416e-06
"113","1436201_x_at","17196","Mbp","myelin basic protein",3.331e-15,1.087e-12,0.0031,1.5556,1.5556,9.0564,1.491e-09
"114","1434449_at","11829","Aqp4","aquaporin 4",3.442e-15,1.107e-12,0.0031,0.43,0.43,8.2488,9.334e-09
"115","1419153_at","68026","Pclaf","PCNA clamp associated factor",3.442e-15,1.107e-12,0.0031,0.8474,0.8474,14.6658,3.797e-14
"116","1440323_at","20980","Syt2","synaptotagmin II",4.108e-15,1.303e-12,0.0031,0.9189,0.9189,10.7161,4.491e-11
"117","1436996_x_at","17110","Lyz1","lysozyme 1",4.108e-15,1.303e-12,0.0031,1.3173,1.3173,9.074,1.434e-09
"118","1417121_at","14399","Gabra6","gamma-aminobutyric acid type A receptor subunit alpha 6",4.552e-15,1.434e-12,0.0032,0.5482,0.5482,2.5751,0.016
"119","1438027_at","236573","Gbp9","guanylate-binding protein 9",4.663e-15,1.438e-12,0.0032,1.2012,1.2012,7.1202,1.397e-07
"120","1449397_at","103889","Hoxb2","homeobox B2",4.663e-15,1.438e-12,0.0032,1.1351,1.1351,15.5075,1.021e-14
"121","1416656_at","114584","Clic1","chloride intracellular channel 1",4.774e-15,1.453e-12,0.0033,0.488,0.488,8.1845,1.084e-08
"122","1448768_at","17441","Mog","myelin oligodendrocyte glycoprotein",4.774e-15,1.453e-12,0.0033,0.9736,0.9736,5.5176,8.399e-06
"123","1421009_at","58185","Rsad2","radical S-adenosyl methionine domain containing 2",4.885e-15,1.477e-12,0.0033,1.8442,1.8442,7.9149,2.043e-08
"124","1432026_a_at","67138","Herc6","hect domain and RLD 6",4.996e-15,1.5e-12,0.0033,1.088,1.088,6.4049,8.421e-07
"125","1437176_at","434341","Nlrc5","NLR family, CARD domain containing 5",5.44e-15,1.601e-12,0.0034,1.5101,1.5101,6.9821,1.967e-07
"126","1416382_at","13032","Ctsc","cathepsin C",5.44e-15,1.601e-12,0.0034,0.6532,0.6532,5.6966,5.254e-06
"127","1435477_s_at","14130","Fcgr2b","Fc receptor, IgG, low affinity IIb",5.551e-15,1.624e-12,0.0034,0.7609,0.7609,6.5051,6.525e-07
"128","1418004_a_at","65963","Tmem176b","transmembrane protein 176B",5.773e-15,1.667e-12,0.0035,0.2692,0.2692,8.4951,5.286e-09
"129","1426971_at","74153","Uba7","ubiquitin-like modifier activating enzyme 7",5.773e-15,1.667e-12,0.0035,1.0069,1.0069,6.6231,4.838e-07
"130","1438606_a_at","29876","Clic4","chloride intracellular channel 4",5.884e-15,1.688e-12,0.0035,0.2684,0.2684,7.1068,1.444e-07
"131","1419063_at","22239","Ugt8a","UDP galactosyltransferase 8A",5.995e-15,1.709e-12,0.0035,0.9505,0.9505,7.0659,1.598e-07
"132","1451961_a_at","17196","Mbp","myelin basic protein",6.217e-15,1.739e-12,0.0036,1.5639,1.5639,8.4619,5.705e-09
"133","1417821_at","110956","D17H6S56E-5","DNA segment, Chr 17, human D6S56E 5",6.217e-15,1.739e-12,0.0036,0.5551,0.5551,8.2588,9.118e-09
"134","1436186_at","108961","E2f8","E2F transcription factor 8",6.328e-15,1.759e-12,0.0036,0.4166,0.4166,11.48,1.004e-11
"135","1427400_at","16814","Lbx1","ladybird homeobox 1",6.439e-15,1.768e-12,0.0036,1.2465,1.2465,14.2181,7.816e-14
"136","1437341_x_at","12799","Cnp","2',3'-cyclic nucleotide 3' phosphodiesterase",6.439e-15,1.768e-12,0.0036,0.4704,0.4704,5.8638,3.396e-06
"137","1451426_at","80861","Dhx58","DExH-box helicase 58",6.55e-15,1.788e-12,0.0037,0.7147,0.7147,5.3544,1.29e-05
"138","1422005_at","19106","Eif2ak2","eukaryotic translation initiation factor 2-alpha kinase 2",6.883e-15,1.856e-12,0.0037,1.0245,1.0245,7.6879,3.509e-08
"139","1436779_at","13058","Cybb","cytochrome b-245, beta polypeptide",7.216e-15,1.935e-12,0.0037,1.1986,1.1986,6.7807,3.253e-07
"140","1452087_at","108670","Epsti1","epithelial stromal interaction 1",7.438e-15,1.971e-12,0.0038,1.1106,1.1106,6.5727,5.496e-07
"141","1416942_at","80898","Erap1","endoplasmic reticulum aminopeptidase 1",7.438e-15,1.971e-12,0.0038,0.4716,0.4716,5.61,6.59e-06
"142","1417292_at","15953","Ifi47","interferon gamma inducible protein 47",8.327e-15,2.168e-12,0.0038,1.2069,1.2069,5.6877,5.377e-06
"143","1448883_at","19141","Lgmn","legumain",8.993e-15,2.314e-12,0.0039,0.2013,0.2013,4.2661,2e-04
"144","1451718_at","18823","Plp1","proteolipid protein (myelin) 1",8.993e-15,2.314e-12,0.0039,1.2156,1.2156,8.5998,4.162e-09
"145","1440902_at","77767","Ermn","ermin, ERM-like protein",9.326e-15,2.387e-12,0.0039,0.769,0.769,6.111,1.79e-06
"146","1417788_at","20618","Sncg","synuclein, gamma",9.548e-15,2.43e-12,0.0039,1.5209,1.5209,14.3006,6.839e-14
"147","1436562_at","230073","Rigi","RNA sensor RIG-I",1.021e-14,2.584e-12,0.004,1.0424,1.0424,7.0641,1.605e-07
"148","1424339_at","231655","Oasl1","2'-5' oligoadenylate synthetase-like 1",1.166e-14,2.917e-12,0.004,1.0201,1.0201,6.0711,1.984e-06
"149","1417346_at","66824","Pycard","PYD and CARD domain containing",1.21e-14,3.011e-12,0.004,0.5775,0.5775,5.5619,7.475e-06
"150","1436058_at","58185","Rsad2","radical S-adenosyl methionine domain containing 2",1.266e-14,3.132e-12,0.004,1.5741,1.5741,7.4043,6.963e-08
"151","1437880_at","207667","Skor1","SKI family transcriptional corepressor 1",1.499e-14,3.669e-12,0.0041,2.1172,2.1172,13.3429,3.404e-13
"152","1454857_at","68867","Rnf122","ring finger protein 122",1.565e-14,3.811e-12,0.0041,0.4392,0.4392,8.0046,1.653e-08
"153","1422006_at","19106","Eif2ak2","eukaryotic translation initiation factor 2-alpha kinase 2",1.588e-14,3.844e-12,0.0041,0.6761,0.6761,6.4551,7.41e-07
"154","1427351_s_at","16019","Ighm","immunoglobulin heavy constant mu",1.621e-14,3.904e-12,0.0042,0.1361,0.1361,2.3275,0.0279
"155","1453757_at","67138","Herc6","hect domain and RLD 6",1.632e-14,3.91e-12,0.0042,0.8662,0.8662,5.4675,9.579e-06
"156","1418077_at","20821","Trim21","tripartite motif-containing 21",1.743e-14,4.154e-12,0.0042,0.8351,0.8351,6.3373,1.001e-06
"157","1436974_at","320587","Tmem88b","transmembrane protein 88B",1.832e-14,4.342e-12,0.0042,0.6534,0.6534,5.7903,4.113e-06
"158","1455965_at","240913","Adamts4","ADAM metallopeptidase with thrombospondin type 1 motif 4",2.187e-14,5.131e-12,0.0043,0.5177,0.5177,6.9822,1.967e-07
"159","1422782_s_at","142980","Tlr3","toll-like receptor 3",2.298e-14,5.336e-12,0.0043,0.561,0.561,4.95,3.758e-05
"160","1422978_at","13058","Cybb","cytochrome b-245, beta polypeptide",2.287e-14,5.336e-12,0.0043,0.8087,0.8087,5.065,2.772e-05
"161","1418293_at","15958","Ifit2","interferon-induced protein with tetratricopeptide repeats 2",2.387e-14,5.513e-12,0.0043,0.8777,0.8777,5.9691,2.584e-06
"162","1421008_at","58185","Rsad2","radical S-adenosyl methionine domain containing 2",2.476e-14,5.689e-12,0.0044,1.3677,1.3677,6.8723,2.587e-07
"163","1418472_at","11484","Aspa","aspartoacylase",2.742e-14,6.27e-12,0.0044,0.4378,0.4378,7.1623,1.259e-07
"164","1418934_at","23937","Mab21l2","mab-21-like 2",2.764e-14,6.288e-12,0.0044,2.2094,2.2094,15.0518,2.065e-14
"165","1419064_a_at","22239","Ugt8a","UDP galactosyltransferase 8A",2.92e-14,6.609e-12,0.0044,0.7373,0.7373,6.1151,1.771e-06
"166","1450920_at","12442","Ccnb2","cyclin B2",3.053e-14,6.841e-12,0.0045,0.6299,0.6299,13.0611,5.549e-13
"167","1433532_a_at","17196","Mbp","myelin basic protein",3.042e-14,6.841e-12,0.0044,1.2822,1.2822,9.046,1.526e-09
"168","1434457_at","20684","Sp100","nuclear antigen Sp100",3.109e-14,6.931e-12,0.0045,0.9789,0.9789,6.1441,1.644e-06
"169","1460603_at","209086","Samd9l","sterile alpha motif domain containing 9-like",3.242e-14,7.193e-12,0.0045,0.9619,0.9619,6.0857,1.911e-06
"170","1419132_at","24088","Tlr2","toll-like receptor 2",3.264e-14,7.207e-12,0.0045,0.855,0.855,6.2649,1.205e-06
"171","1422124_a_at","19264","Ptprc","protein tyrosine phosphatase receptor type C",3.453e-14,7.586e-12,0.0046,0.9401,0.9401,5.8889,3.182e-06
"172","1450291_s_at","64380","Ms4a4c","membrane-spanning 4-domains, subfamily A, member 4C",3.531e-14,7.719e-12,0.0046,0.9259,0.9259,4.1129,3e-04
"173","1451821_a_at","20684","Sp100","nuclear antigen Sp100",3.564e-14,7.754e-12,0.0046,0.6188,0.6188,4.9669,3.594e-05
"174","1416003_at","18417","Cldn11","claudin 11",3.697e-14,8.006e-12,0.0046,0.8936,0.8936,6.4909,6.765e-07
"175","1419084_a_at","18545","Pcp2","Purkinje cell protein 2 (L7)",4.041e-14,8.709e-12,0.0046,1.461,1.461,7.7873,2.767e-08
"176","1433543_at","68743","Anln","anillin, actin binding protein",4.297e-14,9.215e-12,0.0047,0.5229,0.5229,10.4116,8.322e-11
"177","1448558_a_at","18783","Pla2g4a","phospholipase A2, group IVA (cytosolic, calcium-dependent)",4.441e-14,9.48e-12,0.0047,0.406,0.406,4.3555,2e-04
"178","1426221_at","67776","Vwa5a","von Willebrand factor A domain containing 5A",5.052e-14,1.073e-11,0.0047,0.4364,0.4364,5.8889,3.182e-06
"179","1456314_x_at","13445","Cdk2ap1","cyclin dependent kinase 2 associated protein 1",5.318e-14,1.125e-11,0.0047,0.4565,0.4565,12.1675,2.758e-12
"180","1425382_a_at","11829","Aqp4","aquaporin 4",5.673e-14,1.194e-11,0.0048,0.4585,0.4585,6.9843,1.957e-07
"181","1450792_at","22177","Tyrobp","TYRO protein tyrosine kinase binding protein",5.751e-14,1.205e-11,0.0048,0.4092,0.4092,5.2673,1.624e-05
"182","1417694_at","14388","Gab1","growth factor receptor bound protein 2-associated protein 1",5.995e-14,1.249e-11,0.0048,0.3804,0.3804,9.6469,4.12e-10
"183","1425065_at","246728","Oas2","2'-5' oligoadenylate synthetase 2",6.017e-14,1.249e-11,0.0048,0.6012,0.6012,4.9006,4.284e-05
"184","1422572_at","56212","Rhog","ras homolog family member G",6.084e-14,1.257e-11,0.0048,0.2382,0.2382,4.2175,3e-04
"185","1422046_at","16409","Itgam","integrin alpha M",6.35e-14,1.306e-11,0.0049,0.3256,0.3256,3.5561,0.0015
"186","1421998_at","30935","Tor3a","torsin family 3, member A",6.761e-14,1.382e-11,0.0049,0.5394,0.5394,4.8595,4.776e-05
"187","1434929_at","232406","BC035044","cDNA sequence BC035044",6.783e-14,1.382e-11,0.0049,0.1406,0.1406,2.07,0.0484
"188","1438390_s_at","30939","Pttg1","pituitary tumor-transforming gene 1",6.95e-14,1.404e-11,0.005,0.8499,0.8499,9.9905,1.99e-10
"189","1434945_at","270084","Lpcat2","lysophosphatidylcholine acyltransferase 2",7.05e-14,1.418e-11,0.005,0.225,0.225,3.2998,0.0028
"190","1416309_at","108907","Nusap1","nucleolar and spindle associated protein 1",7.161e-14,1.432e-11,0.005,0.8276,0.8276,14.8162,2.975e-14
"191","1423986_a_at","66940","Shisa5","shisa family member 5",7.183e-14,1.432e-11,0.005,0.4168,0.4168,5.8155,3.852e-06
"192","1456127_at","269637","Cnpy1","canopy FGF signaling regulator 1",7.283e-14,1.445e-11,0.005,1.5215,1.5215,9.9128,2.343e-10
"193","1426509_s_at","14580","Gfap","glial fibrillary acidic protein",7.327e-14,1.447e-11,0.0051,0.5916,0.5916,6.4895,6.789e-07
"194","1433935_at","108167440","AU020206","expressed sequence AU020206",7.672e-14,1.502e-11,0.0051,0.736,0.736,7.4649,6.009e-08
